shipment_id,carrier_id,tracking_number,status,origin,destination,shipment_date,name,vehicle_type,capacity,warehouse_id,location,warehouse_capacity,latitude,longitude
657,43,ZX6593,In Transit,Aveiro,Famalicão,2025-02-15,Jacobs-Grant,Ship,1119,20,Aveiro,6266,40.640505,-8.653754
1491,5,VR1283,In Transit,Braga,Coimbra,2025-01-28,Smith-Henderson,Truck,6718,14,Braga,8677,41.545448,-8.426507
451,98,Ym2178,Delivered,Braga,Coimbra,2025-01-04,Jacobson-Mann,Van,7026,14,Braga,8677,41.545448,-8.426507
773,44,uJ5317,Delayed,Odemira,Sintra,2025-02-20,Allen-Hill,Van,9214,26,Odemira,5737,37.598801,-8.64554
567,30,Fy4807,Delayed,Braga,Viseu,2025-01-23,"Bailey, Stevens and Jones",Van,5924,14,Braga,8677,41.545448,-8.426507
528,82,HM1823,In Transit,Porto,Coimbra,2025-02-01,Bridges Ltd,Truck,3111,23,Porto,3279,41.157944,-8.629105
901,46,AD7654,Delayed,Faro,Lisboa,2025-01-15,May-Hayes,Ship,1488,8,Faro,5806,37.017963,-7.930834
205,52,wv7854,In Transit,Guimarães,Famalicão,2025-01-16,Miller-Patel,Truck,6123,29,Guimarães,2700,41.444858,-8.296193
559,97,uw7588,Delayed,Guimarães,Viseu,2025-02-15,Chen-Lopez,Truck,3532,29,Guimarães,2700,41.444858,-8.296193
647,58,WQ6829,Delayed,Palmela,Famalicão,2025-02-12,Taylor-Lucas,Ship,4029,2,Palmela,9924,38.569801,-8.90193
989,7,BZ0227,Delivered,Famalicão,Viseu,2025-02-09,Calderon-Miller,Van,3362,7,Famalicão,2248,41.410328,-8.519728
1086,63,dk5709,Delivered,Braga,Vila Franca de Xira,2025-02-18,"Martinez, Whitehead and Smith",Van,6684,14,Braga,8677,41.545448,-8.426507
370,82,QW9285,Delayed,Porto,Sintra,2025-01-12,Bridges Ltd,Truck,3111,23,Porto,3279,41.157944,-8.629105
616,93,dU4207,In Transit,Aveiro,Portalegre,2025-01-12,"Ortiz, Smith and Johnson",Ship,4718,20,Aveiro,6266,40.640505,-8.653754
1197,70,hH0850,In Transit,Viseu,Faro,2025-02-16,Landry-Holt,Van,1213,6,Viseu,1421,40.661011,-7.90971
89,86,uE9202,In Transit,Sintra,Braga,2025-01-22,Hughes-Perkins,Van,8239,21,Sintra,5699,38.802868,-9.381659
902,82,CP4820,Delayed,Porto,Palmela,2025-01-31,Bridges Ltd,Truck,3111,23,Porto,3279,41.157944,-8.629105
458,80,Cq1727,In Transit,Águeda,Matosinhos,2025-01-22,Miller-Hardy,Van,4667,4,Águeda,3948,40.577801,-8.44442
323,27,lM4101,Delivered,Lisboa,Faro,2025-02-03,Weaver-Lopez,Ship,6823,10,Lisboa,4793,38.722252,-9.139337
712,54,Ii0223,In Transit,Valongo,Ponte de Lima,2025-02-05,Galvan LLC,Truck,1734,25,Valongo,1547,41.195999,-8.4958
60,43,xJ3557,Delivered,Aveiro,Famalicão,2025-01-18,Jacobs-Grant,Ship,1119,20,Aveiro,6266,40.640505,-8.653754
705,52,DP3390,Delivered,Guimarães,Famalicão,2025-02-13,Miller-Patel,Truck,6123,29,Guimarães,2700,41.444858,-8.296193
1057,8,vV8800,Delayed,Marinha Grande,Portalegre,2025-01-24,Smith-Grant,Van,3131,27,Marinha Grande,6906,39.75,-8.933333
595,53,To7787,Delivered,Murtosa,Oeiras,2025-02-15,Hale-Boone,Ship,5759,1,Murtosa,2017,40.748349,-8.651919
851,96,ip4713,Delayed,Espinho,Valongo,2025-01-10,Todd-Oconnor,Truck,1583,13,Espinho,1599,41.007599,-8.6414
1162,36,TO3424,Delivered,Coimbra,Ponte de Lima,2025-02-03,Walker Group,Truck,1689,17,Coimbra,8640,40.203314,-8.410257
28,87,bo3524,Delivered,Famalicão,Sintra,2025-01-13,Nolan-Roberts,Truck,2615,7,Famalicão,2248,41.410328,-8.519728
502,49,UZ7801,Delivered,Ponte de Lima,Portalegre,2025-01-25,Sexton-Pierce,Truck,7265,22,Ponte de Lima,1050,41.767368,-8.58316
1448,22,FX5905,Delivered,Portalegre,Vila Real,2025-01-04,Kelly-Lewis,Truck,2477,5,Portalegre,2516,39.2938,-7.42888
1245,77,ym9854,Delivered,Vila Franca de Xira,Lisboa,2025-01-18,Henderson-Rivera,Van,2972,28,Vila Franca de Xira,2661,38.955601,-8.98923
478,2,Zj3514,Delayed,Águeda,Coimbra,2025-01-21,Gray-Le,Van,5538,4,Águeda,3948,40.577801,-8.44442
1063,90,Vf3202,Delayed,Covilhã,Braga,2025-02-20,Rocha PLC,Truck,2116,3,Covilhã,6586,40.286011,-7.50453
900,73,RM2369,Delayed,Braga,Ponte de Lima,2025-01-12,"Smith, Lewis and Luna",Truck,5944,14,Braga,8677,41.545448,-8.426507
1059,51,aA0247,Delayed,Palmela,Elvas,2025-01-31,Johnson and Sons,Truck,3772,2,Palmela,9924,38.569801,-8.90193
122,23,RK6583,Delayed,Guimarães,Valongo,2025-01-04,"Pollard, Walker and Arnold",Ship,4969,29,Guimarães,2700,41.444858,-8.296193
543,23,Aw4220,In Transit,Guimarães,Murtosa,2025-01-17,"Pollard, Walker and Arnold",Ship,4969,29,Guimarães,2700,41.444858,-8.296193
635,76,IU8400,In Transit,Golegã,Coimbra,2025-01-14,Clark Group,Van,8948,18,Golegã,4292,39.404999,-8.486
615,76,jj4764,Delivered,Golegã,Braga,2025-01-09,Clark Group,Van,8948,18,Golegã,4292,39.404999,-8.486
961,40,yw0066,In Transit,Portalegre,Lisboa,2025-01-18,Moreno Inc,Truck,4241,5,Portalegre,2516,39.2938,-7.42888
1003,28,dm3890,Delivered,Oeiras,Sines,2025-02-19,Graham PLC,Van,4355,30,Oeiras,5009,38.697948,-9.316354
486,6,yg6588,Delivered,Sines,Portalegre,2025-02-07,White-Moore,Truck,3006,24,Sines,1091,37.956081,-8.86889
762,29,cH2232,Delivered,Faro,Lisboa,2025-02-13,Vang LLC,Ship,6365,8,Faro,5806,37.017963,-7.930834
74,33,Cp8885,Delayed,Matosinhos,Murtosa,2025-01-27,Gates-Smith,Ship,2654,19,Matosinhos,7501,41.182836,-8.689084
914,60,zh1608,Delivered,Sines,Vila Real,2025-01-30,Hayes-Anderson,Van,3810,24,Sines,1091,37.956081,-8.86889
1482,64,bM7801,In Transit,Lisboa,Murtosa,2025-02-08,Hopkins-Patel,Truck,2654,10,Lisboa,4793,38.722252,-9.139337
104,13,st7058,Delivered,Covilhã,Odemira,2025-01-11,"Jones, Porter and Butler",Van,7419,3,Covilhã,6586,40.286011,-7.50453
874,76,fW8028,In Transit,Golegã,Porto,2025-01-04,Clark Group,Van,8948,18,Golegã,4292,39.404999,-8.486
1012,36,lY5000,Delivered,Coimbra,Valongo,2025-01-01,Walker Group,Truck,1689,17,Coimbra,8640,40.203314,-8.410257
602,24,Sd8812,In Transit,Sines,Vila Franca de Xira,2025-01-23,Clark-Hardin,Van,2921,24,Sines,1091,37.956081,-8.86889
1234,89,iA4819,In Transit,Matosinhos,Aveiro,2025-02-15,"Marquez, Ray and Hernandez",Van,4776,19,Matosinhos,7501,41.182836,-8.689084
984,82,Hi5751,Delayed,Porto,Lisboa,2025-01-14,Bridges Ltd,Truck,3111,23,Porto,3279,41.157944,-8.629105
387,68,Vn6845,Delayed,Bragança,Odemira,2025-01-26,"Aguirre, Hatfield and Patterson",Ship,3835,15,Bragança,4769,41.806439,-6.756742
1032,59,rz8405,Delayed,Espinho,Marinha Grande,2025-02-21,Byrd-Bell,Truck,4104,13,Espinho,1599,41.007599,-8.6414
927,41,we0952,Delayed,Sines,Viseu,2025-02-01,Mendez Group,Truck,6935,24,Sines,1091,37.956081,-8.86889
34,46,ea4478,Delivered,Faro,Águeda,2025-01-05,May-Hayes,Ship,1488,8,Faro,5806,37.017963,-7.930834
543,12,Cd9406,Delivered,Odemira,Covilhã,2025-01-17,Gonzales-Colon,Ship,4465,26,Odemira,5737,37.598801,-8.64554
24,54,SF2918,Delivered,Valongo,Oeiras,2025-02-05,Galvan LLC,Truck,1734,25,Valongo,1547,41.195999,-8.4958
915,69,WJ0821,Delivered,Golegã,Palmela,2025-01-05,Bell Inc,Van,5273,18,Golegã,4292,39.404999,-8.486
726,14,UC9392,Delayed,Ponte de Lima,Viseu,2025-02-06,Griffith-Horne,Van,2917,22,Ponte de Lima,1050,41.767368,-8.58316
127,12,Ya1595,Delayed,Odemira,Oeiras,2025-01-30,Gonzales-Colon,Ship,4465,26,Odemira,5737,37.598801,-8.64554
825,21,Pq1346,Delivered,Matosinhos,Viseu,2025-01-19,Anderson-Jennings,Ship,3849,19,Matosinhos,7501,41.182836,-8.689084
514,31,QY7348,Delivered,Valongo,Vila Real,2025-02-08,"Davis, Smith and Lee",Van,9281,25,Valongo,1547,41.195999,-8.4958
1196,62,Dn5644,Delivered,Águeda,Sintra,2025-01-29,"Nichols, Vazquez and Sullivan",Van,1742,4,Águeda,3948,40.577801,-8.44442
1113,11,IG6480,Delivered,Murtosa,Valongo,2025-01-07,"Waller, Barrett and Smith",Van,9803,1,Murtosa,2017,40.748349,-8.651919
698,25,xV6003,Delivered,Odemira,Porto,2025-01-14,"Barnes, Armstrong and Mathews",Ship,7220,26,Odemira,5737,37.598801,-8.64554
1088,41,oC0859,Delivered,Sines,Odemira,2025-02-16,Mendez Group,Truck,6935,24,Sines,1091,37.956081,-8.86889
573,1,tU7131,In Transit,Braga,Águeda,2025-01-04,"Martinez, Johnson and Oconnor",Ship,8109,14,Braga,8677,41.545448,-8.426507
1062,22,lf1157,Delivered,Portalegre,Famalicão,2025-02-18,Kelly-Lewis,Truck,2477,5,Portalegre,2516,39.2938,-7.42888
1461,15,La9265,In Transit,Sines,Golegã,2025-02-22,"Smith, Watson and Schultz",Ship,9780,24,Sines,1091,37.956081,-8.86889
1175,55,LM8650,Delivered,Sintra,Vila Real,2025-01-12,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
858,6,wX6121,Delayed,Sines,Famalicão,2025-02-07,White-Moore,Truck,3006,24,Sines,1091,37.956081,-8.86889
450,82,nV3049,Delayed,Porto,Bragança,2025-01-01,Bridges Ltd,Truck,3111,23,Porto,3279,41.157944,-8.629105
956,83,BW6648,Delivered,Braga,Espinho,2025-02-10,Navarro Ltd,Ship,8947,14,Braga,8677,41.545448,-8.426507
12,37,eB6722,Delivered,Porto,Sintra,2025-01-08,Moore-Nguyen,Truck,7085,23,Porto,3279,41.157944,-8.629105
975,67,iu9475,Delayed,Braga,Palmela,2025-01-22,"Hunt, Thompson and Garcia",Truck,8389,14,Braga,8677,41.545448,-8.426507
1297,98,tF5584,Delivered,Braga,Sines,2025-01-26,Jacobson-Mann,Van,7026,14,Braga,8677,41.545448,-8.426507
235,23,yX0197,Delivered,Guimarães,Porto,2025-02-20,"Pollard, Walker and Arnold",Ship,4969,29,Guimarães,2700,41.444858,-8.296193
333,99,Uw1235,In Transit,Odemira,Covilhã,2025-01-13,Arroyo and Sons,Truck,8199,26,Odemira,5737,37.598801,-8.64554
398,38,CP5857,Delivered,Marinha Grande,Guimarães,2025-01-27,"Murphy, Hogan and Glass",Ship,6857,27,Marinha Grande,6906,39.75,-8.933333
773,67,NY5079,Delayed,Braga,Palmela,2025-02-20,"Hunt, Thompson and Garcia",Truck,8389,14,Braga,8677,41.545448,-8.426507
999,52,tD7089,Delivered,Guimarães,Braga,2025-01-19,Miller-Patel,Truck,6123,29,Guimarães,2700,41.444858,-8.296193
863,17,wT2209,In Transit,Faro,Vila Real,2025-01-03,Haas-Martin,Van,6411,8,Faro,5806,37.017963,-7.930834
626,50,dR9053,In Transit,Aveiro,Oeiras,2025-01-11,"Foster, Green and Hall",Ship,4548,20,Aveiro,6266,40.640505,-8.653754
418,64,cT1781,Delivered,Lisboa,Vila Franca de Xira,2025-02-03,Hopkins-Patel,Truck,2654,10,Lisboa,4793,38.722252,-9.139337
252,13,mD7822,In Transit,Covilhã,Águeda,2025-01-11,"Jones, Porter and Butler",Van,7419,3,Covilhã,6586,40.286011,-7.50453
381,88,BA4396,Delayed,Bragança,Matosinhos,2025-01-25,Mays-Collier,Truck,5012,15,Bragança,4769,41.806439,-6.756742
1071,61,Bk4108,Delayed,Famalicão,Aveiro,2025-01-06,"Carrillo, Cox and Gentry",Truck,7909,7,Famalicão,2248,41.410328,-8.519728
319,5,SH3093,In Transit,Braga,Odemira,2025-01-04,Smith-Henderson,Truck,6718,14,Braga,8677,41.545448,-8.426507
406,28,ns7632,Delivered,Oeiras,Braga,2025-02-14,Graham PLC,Van,4355,30,Oeiras,5009,38.697948,-9.316354
1019,41,si0235,Delayed,Sines,Braga,2025-02-16,Mendez Group,Truck,6935,24,Sines,1091,37.956081,-8.86889
1432,92,yI3807,In Transit,Guimarães,Elvas,2025-02-07,"Alvarado, Robinson and Roth",Van,8601,29,Guimarães,2700,41.444858,-8.296193
300,31,up9352,In Transit,Valongo,Vila Real,2025-02-05,"Davis, Smith and Lee",Van,9281,25,Valongo,1547,41.195999,-8.4958
962,18,BQ9804,Delayed,Lisboa,Porto,2025-02-12,"Fisher, Murphy and Wilson",Van,3893,10,Lisboa,4793,38.722252,-9.139337
381,23,Ux1518,Delayed,Guimarães,Golegã,2025-01-25,"Pollard, Walker and Arnold",Ship,4969,29,Guimarães,2700,41.444858,-8.296193
196,88,da0240,Delivered,Bragança,Matosinhos,2025-01-29,Mays-Collier,Truck,5012,15,Bragança,4769,41.806439,-6.756742
1044,55,Dj5789,Delayed,Sintra,Golegã,2025-02-18,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
1192,81,nO7866,Delivered,Covilhã,Elvas,2025-02-15,"Collins, Meyer and Harris",Van,9505,3,Covilhã,6586,40.286011,-7.50453
1139,66,ZD1369,In Transit,Portalegre,Oeiras,2025-01-07,Kennedy PLC,Truck,9647,5,Portalegre,2516,39.2938,-7.42888
1377,55,IF8184,Delivered,Sintra,Covilhã,2025-02-06,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
1185,4,OV0457,Delayed,Elvas,Valongo,2025-02-05,Ross LLC,Truck,1955,11,Elvas,8814,38.881153,-7.162814
1189,16,uj9462,In Transit,Palmela,Aveiro,2025-01-18,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
976,5,ly1347,Delivered,Braga,Aveiro,2025-01-28,Smith-Henderson,Truck,6718,14,Braga,8677,41.545448,-8.426507
41,63,Uw6153,Delivered,Braga,Sintra,2025-02-08,"Martinez, Whitehead and Smith",Van,6684,14,Braga,8677,41.545448,-8.426507
195,71,WE0438,Delayed,Vila Franca de Xira,Murtosa,2025-01-13,Allen-Smith,Ship,3646,28,Vila Franca de Xira,2661,38.955601,-8.98923
520,4,iT6236,Delayed,Elvas,Golegã,2025-01-12,Ross LLC,Truck,1955,11,Elvas,8814,38.881153,-7.162814
706,48,gY9615,Delayed,Matosinhos,Marinha Grande,2025-01-05,"Noble, Alvarez and Hammond",Van,8083,19,Matosinhos,7501,41.182836,-8.689084
1233,61,zP9778,Delayed,Famalicão,Oeiras,2025-01-02,"Carrillo, Cox and Gentry",Truck,7909,7,Famalicão,2248,41.410328,-8.519728
711,96,Jb7898,Delivered,Espinho,Vila Franca de Xira,2025-02-15,Todd-Oconnor,Truck,1583,13,Espinho,1599,41.007599,-8.6414
1084,3,bQ9288,Delayed,Valongo,Elvas,2025-02-17,Parker PLC,Truck,8636,25,Valongo,1547,41.195999,-8.4958
1185,16,As7751,Delayed,Palmela,Famalicão,2025-02-05,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
2,48,vp6475,Delayed,Matosinhos,Faro,2025-02-08,"Noble, Alvarez and Hammond",Van,8083,19,Matosinhos,7501,41.182836,-8.689084
901,25,DL5271,In Transit,Odemira,Faro,2025-01-15,"Barnes, Armstrong and Mathews",Ship,7220,26,Odemira,5737,37.598801,-8.64554
533,63,gX8696,Delivered,Braga,Odemira,2025-02-10,"Martinez, Whitehead and Smith",Van,6684,14,Braga,8677,41.545448,-8.426507
1014,68,wc7293,In Transit,Bragança,Braga,2025-01-05,"Aguirre, Hatfield and Patterson",Ship,3835,15,Bragança,4769,41.806439,-6.756742
994,84,SQ9395,Delayed,Espinho,Portalegre,2025-02-18,Porter Inc,Truck,8282,13,Espinho,1599,41.007599,-8.6414
34,91,QE8444,Delivered,Porto,Odemira,2025-01-05,Black-Evans,Truck,4485,23,Porto,3279,41.157944,-8.629105
355,67,Gf9819,In Transit,Braga,Valongo,2025-02-14,"Hunt, Thompson and Garcia",Truck,8389,14,Braga,8677,41.545448,-8.426507
298,53,aF4102,In Transit,Murtosa,Palmela,2025-01-31,Hale-Boone,Ship,5759,1,Murtosa,2017,40.748349,-8.651919
1087,23,QG3858,Delayed,Guimarães,Oeiras,2025-01-18,"Pollard, Walker and Arnold",Ship,4969,29,Guimarães,2700,41.444858,-8.296193
966,69,sU2160,Delivered,Golegã,Viseu,2025-01-12,Bell Inc,Van,5273,18,Golegã,4292,39.404999,-8.486
437,30,kB2058,Delivered,Braga,Murtosa,2025-01-18,"Bailey, Stevens and Jones",Van,5924,14,Braga,8677,41.545448,-8.426507
329,46,cV1554,Delayed,Faro,Ponte de Lima,2025-02-12,May-Hayes,Ship,1488,8,Faro,5806,37.017963,-7.930834
1319,25,SL1461,Delivered,Odemira,Famalicão,2025-02-05,"Barnes, Armstrong and Mathews",Ship,7220,26,Odemira,5737,37.598801,-8.64554
941,47,eM3283,Delivered,Faro,Sines,2025-02-13,Smith-Curtis,Truck,8536,8,Faro,5806,37.017963,-7.930834
1166,89,tE0861,In Transit,Matosinhos,Famalicão,2025-01-27,"Marquez, Ray and Hernandez",Van,4776,19,Matosinhos,7501,41.182836,-8.689084
19,6,Fz8080,In Transit,Sines,Vila Franca de Xira,2025-01-14,White-Moore,Truck,3006,24,Sines,1091,37.956081,-8.86889
466,61,SB5302,Delivered,Famalicão,Oeiras,2025-02-07,"Carrillo, Cox and Gentry",Truck,7909,7,Famalicão,2248,41.410328,-8.519728
1166,15,Bs4228,Delayed,Sines,Faro,2025-01-27,"Smith, Watson and Schultz",Ship,9780,24,Sines,1091,37.956081,-8.86889
232,2,GY7522,Delayed,Águeda,Elvas,2025-01-08,Gray-Le,Van,5538,4,Águeda,3948,40.577801,-8.44442
1199,98,Qz7957,In Transit,Braga,Ponte de Lima,2025-02-09,Jacobson-Mann,Van,7026,14,Braga,8677,41.545448,-8.426507
1339,16,or9134,Delivered,Palmela,Viseu,2025-02-09,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
493,91,Hd8520,In Transit,Porto,Golegã,2025-01-04,Black-Evans,Truck,4485,23,Porto,3279,41.157944,-8.629105
661,47,kQ6624,Delayed,Faro,Águeda,2025-02-05,Smith-Curtis,Truck,8536,8,Faro,5806,37.017963,-7.930834
745,23,Ob5281,Delayed,Guimarães,Faro,2025-02-19,"Pollard, Walker and Arnold",Ship,4969,29,Guimarães,2700,41.444858,-8.296193
806,47,hF4708,Delayed,Faro,Famalicão,2025-01-21,Smith-Curtis,Truck,8536,8,Faro,5806,37.017963,-7.930834
1133,21,Rv0984,Delayed,Matosinhos,Covilhã,2025-01-09,Anderson-Jennings,Ship,3849,19,Matosinhos,7501,41.182836,-8.689084
1391,44,vw1270,Delivered,Odemira,Sines,2025-01-12,Allen-Hill,Van,9214,26,Odemira,5737,37.598801,-8.64554
756,35,nF5875,In Transit,Aveiro,Águeda,2025-02-16,Bender-Lee,Ship,7510,20,Aveiro,6266,40.640505,-8.653754
107,57,iZ1887,In Transit,Vila Franca de Xira,Palmela,2025-01-01,"Wade, Bennett and Santana",Truck,8837,28,Vila Franca de Xira,2661,38.955601,-8.98923
1371,49,Eu1433,Delivered,Ponte de Lima,Covilhã,2025-01-21,Sexton-Pierce,Truck,7265,22,Ponte de Lima,1050,41.767368,-8.58316
1032,70,Rp5319,Delayed,Viseu,Espinho,2025-02-21,Landry-Holt,Van,1213,6,Viseu,1421,40.661011,-7.90971
748,61,wZ1331,Delayed,Famalicão,Sines,2025-02-14,"Carrillo, Cox and Gentry",Truck,7909,7,Famalicão,2248,41.410328,-8.519728
521,16,KO3086,Delayed,Palmela,Bragança,2025-01-06,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
576,24,qE3778,Delayed,Sines,Portalegre,2025-01-12,Clark-Hardin,Van,2921,24,Sines,1091,37.956081,-8.86889
83,44,Mi4200,Delayed,Odemira,Marinha Grande,2025-01-27,Allen-Hill,Van,9214,26,Odemira,5737,37.598801,-8.64554
155,66,rI0411,In Transit,Portalegre,Valongo,2025-02-07,Kennedy PLC,Truck,9647,5,Portalegre,2516,39.2938,-7.42888
360,99,xv1414,Delayed,Odemira,Murtosa,2025-02-16,Arroyo and Sons,Truck,8199,26,Odemira,5737,37.598801,-8.64554
188,72,Gg8980,Delayed,Guimarães,Braga,2025-01-12,Reed-Barnes,Truck,4203,29,Guimarães,2700,41.444858,-8.296193
1242,84,xt0271,In Transit,Espinho,Bragança,2025-01-18,Porter Inc,Truck,8282,13,Espinho,1599,41.007599,-8.6414
153,33,nC8917,In Transit,Matosinhos,Viseu,2025-01-03,Gates-Smith,Ship,2654,19,Matosinhos,7501,41.182836,-8.689084
175,65,ss7945,In Transit,Espinho,Elvas,2025-01-04,"Graham, Barnes and Lawrence",Van,6497,13,Espinho,1599,41.007599,-8.6414
519,63,bJ2004,Delivered,Braga,Bragança,2025-02-04,"Martinez, Whitehead and Smith",Van,6684,14,Braga,8677,41.545448,-8.426507
775,72,FD0105,In Transit,Guimarães,Faro,2025-02-03,Reed-Barnes,Truck,4203,29,Guimarães,2700,41.444858,-8.296193
70,7,qZ1248,In Transit,Famalicão,Odemira,2025-01-20,Calderon-Miller,Van,3362,7,Famalicão,2248,41.410328,-8.519728
1451,94,KE5940,Delayed,Odemira,Coimbra,2025-01-26,"Henderson, Hanson and Middleton",Truck,8830,26,Odemira,5737,37.598801,-8.64554
825,33,uk0771,Delayed,Matosinhos,Porto,2025-01-19,Gates-Smith,Ship,2654,19,Matosinhos,7501,41.182836,-8.689084
773,30,TL7634,In Transit,Braga,Sintra,2025-02-20,"Bailey, Stevens and Jones",Van,5924,14,Braga,8677,41.545448,-8.426507
877,49,sy2998,Delivered,Ponte de Lima,Espinho,2025-02-10,Sexton-Pierce,Truck,7265,22,Ponte de Lima,1050,41.767368,-8.58316
909,77,cH5476,Delayed,Vila Franca de Xira,Murtosa,2025-01-08,Henderson-Rivera,Van,2972,28,Vila Franca de Xira,2661,38.955601,-8.98923
267,73,WD6950,Delivered,Braga,Sines,2025-01-19,"Smith, Lewis and Luna",Truck,5944,14,Braga,8677,41.545448,-8.426507
980,17,GT2366,Delayed,Faro,Espinho,2025-01-01,Haas-Martin,Van,6411,8,Faro,5806,37.017963,-7.930834
420,96,AF7174,In Transit,Espinho,Aveiro,2025-01-22,Todd-Oconnor,Truck,1583,13,Espinho,1599,41.007599,-8.6414
1045,92,Em8072,Delayed,Guimarães,Matosinhos,2025-01-17,"Alvarado, Robinson and Roth",Van,8601,29,Guimarães,2700,41.444858,-8.296193
737,3,HX2286,Delivered,Valongo,Odemira,2025-01-20,Parker PLC,Truck,8636,25,Valongo,1547,41.195999,-8.4958
584,1,Ah6930,Delivered,Braga,Espinho,2025-01-26,"Martinez, Johnson and Oconnor",Ship,8109,14,Braga,8677,41.545448,-8.426507
365,42,qJ4981,In Transit,Matosinhos,Odemira,2025-01-13,Ford-Swanson,Truck,9843,19,Matosinhos,7501,41.182836,-8.689084
925,71,Ia8772,Delivered,Vila Franca de Xira,Sines,2025-02-13,Allen-Smith,Ship,3646,28,Vila Franca de Xira,2661,38.955601,-8.98923
467,81,Of5767,In Transit,Covilhã,Lisboa,2025-02-17,"Collins, Meyer and Harris",Van,9505,3,Covilhã,6586,40.286011,-7.50453
123,19,ZW7294,Delivered,Oeiras,Palmela,2025-02-01,"Smith, Barnes and Ramsey",Truck,1136,30,Oeiras,5009,38.697948,-9.316354
523,91,Nn3205,Delayed,Porto,Sintra,2025-01-29,Black-Evans,Truck,4485,23,Porto,3279,41.157944,-8.629105
808,77,YI3997,In Transit,Vila Franca de Xira,Vila Real,2025-01-09,Henderson-Rivera,Van,2972,28,Vila Franca de Xira,2661,38.955601,-8.98923
1157,94,XX9618,In Transit,Odemira,Palmela,2025-01-29,"Henderson, Hanson and Middleton",Truck,8830,26,Odemira,5737,37.598801,-8.64554
693,40,YC6116,In Transit,Portalegre,Covilhã,2025-02-12,Moreno Inc,Truck,4241,5,Portalegre,2516,39.2938,-7.42888
548,98,aG7722,Delivered,Braga,Sines,2025-02-18,Jacobson-Mann,Van,7026,14,Braga,8677,41.545448,-8.426507
921,60,xu3602,Delayed,Sines,Golegã,2025-01-19,Hayes-Anderson,Van,3810,24,Sines,1091,37.956081,-8.86889
596,67,ki4494,Delivered,Braga,Murtosa,2025-02-19,"Hunt, Thompson and Garcia",Truck,8389,14,Braga,8677,41.545448,-8.426507
104,57,TB5907,Delivered,Vila Franca de Xira,Porto,2025-01-11,"Wade, Bennett and Santana",Truck,8837,28,Vila Franca de Xira,2661,38.955601,-8.98923
593,30,yi8107,In Transit,Braga,Vila Real,2025-01-30,"Bailey, Stevens and Jones",Van,5924,14,Braga,8677,41.545448,-8.426507
1274,52,Wv2629,Delivered,Guimarães,Elvas,2025-01-30,Miller-Patel,Truck,6123,29,Guimarães,2700,41.444858,-8.296193
978,52,XB0606,Delivered,Guimarães,Oeiras,2025-01-16,Miller-Patel,Truck,6123,29,Guimarães,2700,41.444858,-8.296193
610,57,CK1969,Delayed,Vila Franca de Xira,Oeiras,2025-02-08,"Wade, Bennett and Santana",Truck,8837,28,Vila Franca de Xira,2661,38.955601,-8.98923
116,41,iw8882,Delivered,Sines,Valongo,2025-01-09,Mendez Group,Truck,6935,24,Sines,1091,37.956081,-8.86889
1143,55,Lw4547,Delayed,Sintra,Águeda,2025-01-02,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
243,70,XI7738,Delivered,Viseu,Oeiras,2025-01-15,Landry-Holt,Van,1213,6,Viseu,1421,40.661011,-7.90971
990,38,Ys2655,Delivered,Marinha Grande,Espinho,2025-01-31,"Murphy, Hogan and Glass",Ship,6857,27,Marinha Grande,6906,39.75,-8.933333
228,70,QY6944,Delayed,Viseu,Porto,2025-01-18,Landry-Holt,Van,1213,6,Viseu,1421,40.661011,-7.90971
177,28,IS3081,Delivered,Oeiras,Braga,2025-02-20,Graham PLC,Van,4355,30,Oeiras,5009,38.697948,-9.316354
468,41,jX7916,Delayed,Sines,Aveiro,2025-02-20,Mendez Group,Truck,6935,24,Sines,1091,37.956081,-8.86889
1098,45,NK4499,Delayed,Marinha Grande,Famalicão,2025-01-22,Howard Inc,Ship,4232,27,Marinha Grande,6906,39.75,-8.933333
910,36,xG7951,In Transit,Coimbra,Bragança,2025-02-18,Walker Group,Truck,1689,17,Coimbra,8640,40.203314,-8.410257
1307,84,PA4556,In Transit,Espinho,Elvas,2025-01-12,Porter Inc,Truck,8282,13,Espinho,1599,41.007599,-8.6414
591,19,Sl0799,Delayed,Oeiras,Vila Franca de Xira,2025-01-03,"Smith, Barnes and Ramsey",Truck,1136,30,Oeiras,5009,38.697948,-9.316354
867,61,ay5364,In Transit,Famalicão,Bragança,2025-01-14,"Carrillo, Cox and Gentry",Truck,7909,7,Famalicão,2248,41.410328,-8.519728
144,68,XX9913,Delivered,Bragança,Palmela,2025-02-17,"Aguirre, Hatfield and Patterson",Ship,3835,15,Bragança,4769,41.806439,-6.756742
129,17,kz2661,Delivered,Faro,Elvas,2025-01-29,Haas-Martin,Van,6411,8,Faro,5806,37.017963,-7.930834
